4.8065e-09,2.1297e-06
4.8065e-09,2.1297e-06
4.8065e-09,2.1297e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.3477e-09,1.2883e-06
4.6754e-09,3.5668e-07
4.6754e-09,3.5668e-07
4.6754e-09,3.5668e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.42e-09,3.73e-07
4.3021e-09,2.5056e-07
4.3021e-09,2.5056e-07
4.3021e-09,2.5056e-07
4.3021e-09,2.5056e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
4.3043e-09,2.9366e-07
