1.000000000E+00,1.000000000E+00,7.412689500E+06
1.000000000E+00,2.000000000E+00,7.954748500E+06
1.000000000E+00,3.000000000E+00,7.960136000E+06
1.000000000E+00,4.000000000E+00,7.960390500E+06
1.000000000E+00,5.000000000E+00,7.957127500E+06
1.000000000E+00,6.000000000E+00,7.954772000E+06
1.000000000E+00,7.000000000E+00,7.954681000E+06
1.000000000E+00,8.000000000E+00,7.954682500E+06
1.000000000E+00,9.000000000E+00,7.954683500E+06
1.000000000E+00,0.000000000E+00,7.954684500E+06
2.000000000E+00,1.000000000E+00,7.414062000E+06
2.000000000E+00,2.000000000E+00,7.955789000E+06
2.000000000E+00,3.000000000E+00,7.961223000E+06
2.000000000E+00,4.000000000E+00,7.961467000E+06
2.000000000E+00,5.000000000E+00,7.958214500E+06
2.000000000E+00,6.000000000E+00,7.955866000E+06
2.000000000E+00,7.000000000E+00,7.955773000E+06
2.000000000E+00,8.000000000E+00,7.955774500E+06
2.000000000E+00,9.000000000E+00,7.955775000E+06
2.000000000E+00,0.000000000E+00,7.955775500E+06
