1.000000000E+00,1.000000000E+00,8.591509600E+07
1.000000000E+00,2.000000000E+00,9.213952800E+07
1.000000000E+00,3.000000000E+00,9.217412000E+07
1.000000000E+00,4.000000000E+00,9.217960000E+07
1.000000000E+00,5.000000000E+00,9.217382400E+07
1.000000000E+00,6.000000000E+00,9.216999200E+07
1.000000000E+00,7.000000000E+00,9.216980800E+07
1.000000000E+00,8.000000000E+00,9.216976800E+07
1.000000000E+00,9.000000000E+00,9.216980800E+07
1.000000000E+00,0.000000000E+00,9.216978400E+07
2.000000000E+00,1.000000000E+00,8.525352800E+07
2.000000000E+00,2.000000000E+00,9.217967200E+07
2.000000000E+00,3.000000000E+00,9.220381600E+07
2.000000000E+00,4.000000000E+00,9.220826400E+07
2.000000000E+00,5.000000000E+00,9.220265600E+07
2.000000000E+00,6.000000000E+00,9.219884000E+07
2.000000000E+00,7.000000000E+00,9.219865600E+07
2.000000000E+00,8.000000000E+00,9.219860000E+07
2.000000000E+00,9.000000000E+00,9.219862400E+07
2.000000000E+00,0.000000000E+00,9.219864000E+07
