1.000000000E+00,1.000000000E+00,1.202704700E+07
1.000000000E+00,2.000000000E+00,1.287629500E+07
1.000000000E+00,3.000000000E+00,1.288461300E+07
1.000000000E+00,4.000000000E+00,1.288563400E+07
1.000000000E+00,5.000000000E+00,1.288451800E+07
1.000000000E+00,6.000000000E+00,1.288368900E+07
1.000000000E+00,7.000000000E+00,1.288365800E+07
1.000000000E+00,8.000000000E+00,1.288365100E+07
1.000000000E+00,9.000000000E+00,1.288365100E+07
1.000000000E+00,0.000000000E+00,1.288364700E+07
2.000000000E+00,1.000000000E+00,1.191925700E+07
2.000000000E+00,2.000000000E+00,1.287800000E+07
2.000000000E+00,3.000000000E+00,1.288763300E+07
2.000000000E+00,4.000000000E+00,1.288912000E+07
2.000000000E+00,5.000000000E+00,1.288801000E+07
2.000000000E+00,6.000000000E+00,1.288718300E+07
2.000000000E+00,7.000000000E+00,1.288715000E+07
2.000000000E+00,8.000000000E+00,1.288714200E+07
2.000000000E+00,9.000000000E+00,1.288713500E+07
2.000000000E+00,0.000000000E+00,1.288713800E+07
