1.000000000E+00,1.000000000E+00,1.562498600E+07
1.000000000E+00,2.000000000E+00,1.660874600E+07
1.000000000E+00,3.000000000E+00,1.663492100E+07
1.000000000E+00,4.000000000E+00,1.663537700E+07
1.000000000E+00,5.000000000E+00,1.660912100E+07
1.000000000E+00,6.000000000E+00,1.659020200E+07
1.000000000E+00,7.000000000E+00,1.658942600E+07
1.000000000E+00,8.000000000E+00,1.658942500E+07
1.000000000E+00,9.000000000E+00,1.658942600E+07
1.000000000E+00,0.000000000E+00,1.658942700E+07
2.000000000E+00,1.000000000E+00,1.552036100E+07
2.000000000E+00,2.000000000E+00,1.660839600E+07
2.000000000E+00,3.000000000E+00,1.663384200E+07
2.000000000E+00,4.000000000E+00,1.663423800E+07
2.000000000E+00,5.000000000E+00,1.660801600E+07
2.000000000E+00,6.000000000E+00,1.658900300E+07
2.000000000E+00,7.000000000E+00,1.658826700E+07
2.000000000E+00,8.000000000E+00,1.658823500E+07
2.000000000E+00,9.000000000E+00,1.658823500E+07
2.000000000E+00,0.000000000E+00,1.658823800E+07
