1.000000000E+00,1.000000000E+00,2.299211600E+07
1.000000000E+00,2.000000000E+00,2.601439800E+07
1.000000000E+00,3.000000000E+00,2.644986200E+07
1.000000000E+00,4.000000000E+00,2.645147600E+07
1.000000000E+00,5.000000000E+00,2.618009200E+07
1.000000000E+00,6.000000000E+00,2.596727400E+07
1.000000000E+00,7.000000000E+00,2.595689600E+07
1.000000000E+00,8.000000000E+00,2.595689400E+07
1.000000000E+00,9.000000000E+00,2.595676600E+07
1.000000000E+00,0.000000000E+00,2.764350200E+07
2.000000000E+00,1.000000000E+00,2.386532800E+07
2.000000000E+00,2.000000000E+00,2.604135400E+07
2.000000000E+00,3.000000000E+00,2.645163800E+07
2.000000000E+00,4.000000000E+00,2.645052200E+07
2.000000000E+00,5.000000000E+00,2.617856400E+07
2.000000000E+00,6.000000000E+00,2.596602400E+07
2.000000000E+00,7.000000000E+00,2.595556200E+07
2.000000000E+00,8.000000000E+00,2.595557200E+07
2.000000000E+00,9.000000000E+00,2.595580600E+07
2.000000000E+00,0.000000000E+00,2.714931400E+07
