     5,  0.0000E+00, 7.6200E-02
     8,  0.0000E+00, 1.1430E-01
    12,  0.0000E+00, 3.8100E-02
  2020,  0.0000E+00, 1.1380E-01
  2021,  0.0000E+00, 1.1330E-01
  2022,  0.0000E+00, 1.1280E-01
  2023,  0.0000E+00, 1.1229E-01
  2024,  0.0000E+00, 1.1179E-01
  2025,  0.0000E+00, 1.1129E-01
  2026,  0.0000E+00, 1.1079E-01
  2027,  0.0000E+00, 1.1029E-01
  2028,  0.0000E+00, 1.0979E-01
  2029,  0.0000E+00, 1.0929E-01
  2030,  0.0000E+00, 1.0879E-01
  2031,  0.0000E+00, 1.0828E-01
  2032,  0.0000E+00, 1.0778E-01
  2033,  0.0000E+00, 1.0728E-01
  2034,  0.0000E+00, 1.0678E-01
  2035,  0.0000E+00, 1.0628E-01
  2036,  0.0000E+00, 1.0578E-01
  2037,  0.0000E+00, 1.0528E-01
  2038,  0.0000E+00, 1.0477E-01
  2039,  0.0000E+00, 1.0427E-01
  2040,  0.0000E+00, 1.0377E-01
  2041,  0.0000E+00, 1.0327E-01
  2042,  0.0000E+00, 1.0277E-01
  2043,  0.0000E+00, 1.0227E-01
  2044,  0.0000E+00, 1.0177E-01
  2045,  0.0000E+00, 1.0127E-01
  2046,  0.0000E+00, 1.0076E-01
  2047,  0.0000E+00, 1.0026E-01
  2048,  0.0000E+00, 9.9762E-02
  2049,  0.0000E+00, 9.9261E-02
  2050,  0.0000E+00, 9.8759E-02
  2051,  0.0000E+00, 9.8258E-02
  2052,  0.0000E+00, 9.7757E-02
  2053,  0.0000E+00, 9.7255E-02
  2054,  0.0000E+00, 9.6754E-02
  2055,  0.0000E+00, 9.6253E-02
  2056,  0.0000E+00, 9.5751E-02
  2057,  0.0000E+00, 9.5250E-02
  2058,  0.0000E+00, 9.4749E-02
  2059,  0.0000E+00, 9.4247E-02
  2060,  0.0000E+00, 9.3746E-02
  2061,  0.0000E+00, 9.3245E-02
  2062,  0.0000E+00, 9.2743E-02
  2063,  0.0000E+00, 9.2242E-02
  2064,  0.0000E+00, 9.1741E-02
  2065,  0.0000E+00, 9.1239E-02
